IDTime;ReadableTime;High;Low;Close;BarType;HAType;BBSignal;BBBreakoutSignal;StochMain;StochSignal;MarketMov;LabelStrategy
947822400;2000.01.14 04:00;1.027;1.0253;1.0255;4;4;1;0;2.98913;4.70577;0;0
947836800;2000.01.14 08:00;1.0262;1.0229;1.0259;4;4;0;0;1.5873;2.54969;0;0
947851200;2000.01.14 12:00;1.0261;1.0174;1.0194;2;2;1;0;1.43885;2.00509;0;0
947865600;2000.01.14 16:00;1.0197;1.0114;1.0154;2;2;1;0;1.22699;1.41771;0;0
947880000;2000.01.14 20:00;1.0157;1.0116;1.0122;2;2;1;0;0.84317;1.16967;0;0
948067200;2000.01.17 00:00;1.014;1.012;1.0134;4;2;0;0;2.33236;1.46751;0;0
948081600;2000.01.17 04:00;1.0148;1.012;1.0134;4;4;0;0;3.63165;2.26906;0;0
948096000;2000.01.17 08:00;1.0142;1.0096;1.0123;4;4;1;0;2.92056;2.96152;0;0
948110400;2000.01.17 12:00;1.0123;1.0069;1.0079;2;2;1;0;2.69687;3.08303;0;0
948124800;2000.01.17 16:00;1.0123;1.0071;1.0122;1;4;1;0;7.09072;4.23605;0;1
948139200;2000.01.17 20:00;1.0128;1.0107;1.0119;4;4;0;0;11.26173;7.01644;0;0
948153600;2000.01.18 00:00;1.0126;1.0095;1.0103;4;4;0;0;12.87554;10.40933;0;0
948168000;2000.01.18 04:00;1.0121;1.0091;1.0103;4;4;0;0;15.18987;13.10905;0;0
948182400;2000.01.18 08:00;1.0142;1.0072;1.0081;4;4;0;0;16.92112;14.99551;0;0
948196800;2000.01.18 12:00;1.012;1.0072;1.0103;4;4;1;0;23.78788;18.63296;0;0
948211200;2000.01.18 16:00;1.0138;1.0091;1.0136;1;4;2;0;31.84358;24.18419;0;0
948225600;2000.01.18 20:00;1.0154;1.0107;1.0152;4;1;2;0;47.44186;34.35777;0;0
948240000;2000.01.19 00:00;1.0156;1.0134;1.0141;4;1;0;0;62.37113;47.21886;0;0
948254400;2000.01.19 04:00;1.0165;1.0133;1.0147;4;4;0;0;73.95833;61.25711;0;0
948268800;2000.01.19 08:00;1.0156;1.0103;1.0103;2;4;1;0;76;70.77649;0;0
948283200;2000.01.19 12:00;1.0117;1.0096;1.0109;4;2;1;0;74.03846;74.6656;0;0
948297600;2000.01.19 16:00;1.0128;1.0085;1.0117;4;4;1;0;66.74419;72.26088;0;0
948312000;2000.01.19 20:00;1.0135;1.0115;1.0125;4;4;1;0;60.28037;67.02101;0;0
948326400;2000.01.20 00:00;1.0127;1.0108;1.0113;4;4;2;0;50.9901;59.33822;0;0
948340800;2000.01.20 04:00;1.0122;1.0105;1.0117;4;4;1;0;40.31414;50.5282;0;0
948355200;2000.01.20 08:00;1.0144;1.0082;1.0095;4;4;1;0;35.86957;42.39127;0;0
948369600;2000.01.20 12:00;1.011;1.0073;1.0095;4;4;1;0;29.79943;35.32771;0;0
948384000;2000.01.20 16:00;1.0188;1.0078;1.0168;1;1;2;0;40.17094;35.27998;0;0
948398400;2000.01.20 20:00;1.0185;1.0154;1.0167;4;1;2;0;47.87535;39.28191;0;0
948412800;2000.01.21 00:00;1.0178;1.0152;1.0159;4;1;0;0;59.15119;49.06583;0;0
948427200;2000.01.21 04:00;1.0193;1.0155;1.0174;4;4;0;0;70.76167;59.26274;0;0
948441600;2000.01.21 08:00;1.0188;1.0136;1.0145;2;4;0;0;78.78788;69.56691000000001;0;0
948456000;2000.01.21 12:00;1.0153;1.005;1.0065;2;2;1;0;69.54733;73.03229;0;0
948470400;2000.01.21 16:00;1.0103;1.0061;1.0096;1;2;1;0;56.70498;68.34672999999999;0;1
948484800;2000.01.21 20:00;1.0103;1.0084;1.0087;4;4;0;0;44.08602;56.77944;0;0
948672000;2000.01.24 00:00;1.0054;1.0026;1.0045;4;2;1;0;29.64169;43.47757;0;0
948686400;2000.01.24 04:00;1.0058;1.0017;1.0027;4;2;1;0;15.10264;29.61012;0;0
948700800;2000.01.24 08:00;1.0069;1.0019;1.005;4;4;1;0;10.13333;18.29256;0;0
948715200;2000.01.24 12:00;1.0061;0.9997;1.0021;2;4;1;0;9.57179;11.60259;0;0
948729600;2000.01.24 16:00;1.0042;1.0007;1.0029;4;4;1;0;6.32458;8.67657;0;0
948744000;2000.01.24 20:00;1.0077;1.0017;1.0071;1;4;2;0;9.495900000000001;8.464090000000001;0;1
948758400;2000.01.25 00:00;1.0075;1.0057;1.0069;4;1;0;0;16.14518;10.65522;0;0
948772800;2000.01.25 04:00;1.0096;1.007;1.0083;4;1;0;0;26.27235;17.30448;0;0
948787200;2000.01.25 08:00;1.0092;1.0032;1.0034;2;4;0;0;28.01858;23.4787;0;0
948801600;2000.01.25 12:00;1.0054;0.9992;1.0039;4;2;1;0;35.85586;30.04893;0;0
948816000;2000.01.25 16:00;1.0072;1.0031;1.0038;4;4;1;0;44.82759;36.23401;0;0
948830400;2000.01.25 20:00;1.004;1.0001;1.0012;4;2;0;0;38.44282;39.70875;0;0
948844800;2000.01.26 00:00;1.0035;1.0009;1.0022;4;4;1;0;29.48403;37.58481;0;0
948859200;2000.01.26 04:00;1.0029;1.0014;1.0022;4;4;1;0;16.87345;28.26677;0;0
948873600;2000.01.26 08:00;1.0055;1.0001;1.0031;4;4;0;0;18.13725;21.49824;0;0
948888000;2000.01.26 12:00;1.0034;1.0007;1.0015;4;4;0;0;14.14868;16.38646;0;0
948902400;2000.01.26 16:00;1.0022;1;1.0006;4;4;1;0;9.72222;14.00272;0;0
948916800;2000.01.26 20:00;1.0021;0.9995000000000001;1.0003;4;4;1;0;10.57935;11.48342;0;0
948931200;2000.01.27 00:00;1.001;0.9989;1.0004;4;4;1;0;9.116020000000001;9.805859999999999;0;0
948945600;2000.01.27 04:00;1.0015;0.9997;1.0013;4;4;1;0;10.1227;9.939360000000001;0;1
948960000;2000.01.27 08:00;1.003;0.9994;1.0005;4;4;1;0;5.65371;8.29748;0;1
948974400;2000.01.27 12:00;1.0016;0.9906;0.9918;2;2;1;0;4;6.59214;0;1
948988800;2000.01.27 16:00;0.992;0.9868;0.988;2;2;1;0;3.25815;4.30395;0;1
949003200;2000.01.27 20:00;0.9892;0.9872;0.9882;4;2;0;0;2.91829;3.39214;0;0
949017600;2000.01.28 00:00;0.9895;0.9864000000000001;0.9873;4;2;0;0;2.25806;2.8115;0;0
949032000;2000.01.28 04:00;0.9892;0.9866;0.9887;4;4;0;0;2.48276;2.55304;0;0
949046400;2000.01.28 08:00;0.9888;0.9831;0.9857;2;2;1;0;1.87573;2.20552;0;0
949060800;2000.01.28 12:00;0.987;0.9836;0.9846;4;2;1;0;1.76406;2.04085;0;0
949075200;2000.01.28 16:00;0.9852;0.9736;0.9771;2;2;1;0;1.60321;1.74767;0;0
949089600;2000.01.28 20:00;0.9785;0.9744;0.9749;4;2;1;0;1.26927;1.54551;0;0
949276800;2000.01.31 00:00;0.9805;0.9772;0.9792999999999999;4;4;0;0;5.13274;2.66841;0;0
949291200;2000.01.31 04:00;0.9822;0.9792999999999999;0.98;4;4;0;0;8.421989999999999;4.94133;0;0
949305600;2000.01.31 08:00;0.982;0.9784;0.9817;4;4;0;0;14.68468;9.41314;0;0
949320000;2000.01.31 12:00;0.9829;0.9785;0.9794;4;4;0;0;19.24144;14.11604;0;0
949334400;2000.01.31 16:00;0.9804;0.9677;0.9698;2;2;1;0;20.23346;18.0532;0;0
949348800;2000.01.31 20:00;0.9714;0.9667;0.9711;4;2;1;0;23.73792;21.07094;0;0
949363200;2000.02.01 00:00;0.9718;0.9698;0.9707;4;2;1;0;20.43956;21.47031;0;0
949377600;2000.02.01 04:00;0.9715;0.9697;0.9704;4;4;0;0;15.82492;20.0008;0;0
949392000;2000.02.01 08:00;0.9712;0.9667;0.9689;4;2;1;0;8.28604;14.85017;0;0
949406400;2000.02.01 12:00;0.9765;0.9683;0.9743000000000001;1;4;2;0;9.41447;11.17514;0;0
949420800;2000.02.01 16:00;0.9782;0.969;0.9716;2;1;2;0;13.45679;10.38576;0;1
949435200;2000.02.01 20:00;0.9735;0.9708;0.9713000000000001;4;4;2;0;15.40436;12.75854;0;1
949449600;2000.02.02 00:00;0.9724;0.97;0.9709;4;4;0;0;17.79891;15.55336;0;0
949464000;2000.02.02 04:00;0.9737;0.9694;0.9734;4;4;1;0;25.33532;19.51287;0;0
949478400;2000.02.02 08:00;0.975;0.9702;0.9715;4;4;2;0;32.83082;25.32168;0;0
949492800;2000.02.02 12:00;0.9733000000000001;0.97;0.9713000000000001;4;4;2;0;31.73996;29.9687;0;0
949507200;2000.02.02 16:00;0.9782999999999999;0.9695;0.9778;1;1;2;0;47.10744;37.22607;0;0
949521600;2000.02.02 20:00;0.9808;0.974;0.9765;4;1;2;0;62.92135;47.25625;0;0
949536000;2000.02.03 00:00;0.9776;0.9743000000000001;0.9749;4;4;2;0;73.34963;61.12614;0;0
949550400;2000.02.03 04:00;0.9752;0.972;0.9736;4;4;0;0;66.50942999999999;67.59347;0;0
949564800;2000.02.03 08:00;0.9748;0.9719;0.9733000000000001;4;4;1;0;63.78132;67.88012999999999;0;0
949579200;2000.02.03 12:00;0.9802999999999999;0.971;0.9788;1;4;1;0;72.19828;67.49634;0;1
949593600;2000.02.03 16:00;0.9947;0.9788;0.9889;1;1;2;0;76.58802;70.85587;0;0
949608000;2000.02.03 20:00;0.9913;0.9885;0.9898;4;1;2;0;82.0711;76.95247000000001;0;0
949622400;2000.02.04 00:00;0.9915;0.9883;0.989;4;1;0;0;87.54915;82.06941999999999;0;0
949636800;2000.02.04 04:00;0.9908;0.9885;0.9898;4;1;0;0;93.83002999999999;87.81676;0;0
949651200;2000.02.04 08:00;0.994;0.9863;0.9874000000000001;4;4;0;0;96.64921;92.67613;0;0
949665600;2000.02.04 12:00;0.9875;0.9785;0.9809;2;2;1;0;88.37656;92.95193999999999;0;2
949680000;2000.02.04 16:00;0.9845;0.9747;0.9822;4;2;1;0;80.87379;88.63319;0;0
949694400;2000.02.04 20:00;0.9845;0.9819;0.984;4;4;1;0;74.75248000000001;81.33427;0;0
949881600;2000.02.07 00:00;0.9832;0.9811;0.9818;4;4;0;0;65.02674;73.551;0;0
949896000;2000.02.07 04:00;0.9822;0.9805;0.9811;4;4;0;0;51.80442;63.86121;0;0
949910400;2000.02.07 08:00;0.9827;0.9792;0.9807;4;4;1;0;38.72611;51.85243;0;0
949924800;2000.02.07 12:00;0.9814000000000001;0.9754;0.9769;2;2;1;0;30.44059;40.32371;0;0
949939200;2000.02.07 16:00;0.9812;0.9762;0.979;4;4;1;0;22.44039;30.5357;0;0
949953600;2000.02.07 20:00;0.9816;0.9787;0.9809;4;4;1;0;14.24196;22.37431;0;0
949968000;2000.02.08 00:00;0.9815;0.9797;0.981;4;4;0;0;16.93811;17.87349;0;0
949982400;2000.02.08 04:00;0.9825;0.9801;0.9811;4;4;0;0;24.16107;18.44705;0;1
949996800;2000.02.08 08:00;0.9883;0.9786;0.9866;1;1;2;0;40.03322;27.04414;0;1
950011200;2000.02.08 12:00;0.9913999999999999;0.9856;0.9878;4;1;2;0;60.13746;41.44392;0;0
950025600;2000.02.08 16:00;0.9886;0.9847;0.9875;4;4;2;0;77.40214;59.19094;0;0
950040000;2000.02.08 20:00;0.9875;0.985;0.9859;4;4;0;0;85.68904999999999;74.40955;0;0
950054400;2000.02.09 00:00;0.9893;0.9856;0.9883999999999999;4;4;0;0;91.63934;84.91018;0;0
950068800;2000.02.09 04:00;0.9892;0.987;0.9881;4;4;2;0;96.05055;91.12631;0;0
950083200;2000.02.09 08:00;0.9941;0.9866;0.9903;1;1;2;0;96.03175;94.57388;0;0
950097600;2000.02.09 12:00;0.9971;0.9883;0.9936;1;1;2;0;96.13601;96.07277000000001;0;0
950112000;2000.02.09 16:00;0.9946;0.9886;0.9927;4;4;2;0;95.32428;95.83068;0;2
950126400;2000.02.09 20:00;0.9945000000000001;0.9913;0.9933999999999999;4;4;0;0;97.7813;96.41387;0;0
950140800;2000.02.10 00:00;0.994;0.9922;0.9929;4;4;0;0;96.45868;96.52142000000001;0;2
950155200;2000.02.10 04:00;0.9962;0.9906;0.9926;4;4;0;0;95.13889;96.45962;0;2
950169600;2000.02.10 08:00;0.9937;0.989;0.9903;4;4;1;0;89.08766;93.56174;0;2
950184000;2000.02.10 12:00;0.991;0.9856;0.9882;4;2;1;0;76.43443000000001;86.88699;0;2
950198400;2000.02.10 16:00;0.9902;0.9831;0.9881;4;2;1;0;61.48325;75.66845000000001;0;2
950212800;2000.02.10 20:00;0.9883;0.9843;0.9852;4;2;1;0;42.82353;60.24707;0;2
950227200;2000.02.11 00:00;0.9867;0.985;0.9858;4;4;1;0;27.31481;43.87387;0;2
950241600;2000.02.11 04:00;0.9868;0.9844000000000001;0.985;4;4;0;0;11.61731;27.25189;0;0
950256000;2000.02.11 08:00;0.9875;0.9832;0.9845;4;4;1;0;1.55211;13.49474;0;0
950270400;2000.02.11 12:00;0.9849;0.9786;0.9816;2;2;1;0;1.17878;4.78273;0;0
950284800;2000.02.11 16:00;0.9862;0.9817;0.9854000000000001;1;4;1;0;7.80142;3.51077;0;1
950299200;2000.02.11 20:00;0.9886;0.9849;0.9883999999999999;4;1;0;0;19.75309;9.57776;0;0
950486400;2000.02.14 00:00;0.9877;0.9854000000000001;0.9861;4;4;0;0;27.40472;18.31974;0;0
950500800;2000.02.14 04:00;0.9898;0.9853;0.9886;4;4;0;0;41.15456;29.43746;0;0
950515200;2000.02.14 08:00;0.9916;0.9871;0.9899;4;1;2;0;57.25047;41.93658;0;0
950529600;2000.02.14 12:00;0.9908;0.9824000000000001;0.9835;2;4;1;0;64.47105999999999;54.29203;0;0
950544000;2000.02.14 16:00;0.9839;0.9776;0.9794;2;2;1;0;57.45968;59.72707;0;0
950558400;2000.02.14 20:00;0.9818;0.9778;0.9785;4;2;1;0;41.4914;54.47404;0;0
950572800;2000.02.15 00:00;0.9799;0.978;0.9788;4;2;0;0;30.75571;43.23559;0;0
950587200;2000.02.15 04:00;0.9806;0.9777;0.9799;4;4;0;0;19.41272;30.55328;0;0
950601600;2000.02.15 08:00;0.9815;0.9784;0.9806;4;4;2;0;8.85093;19.67312;0;0
950616000;2000.02.15 12:00;0.9814000000000001;0.9762999999999999;0.9779;2;4;2;0;5.58003;11.28123;0;2
950630400;2000.02.15 16:00;0.9862;0.9772;0.9832;1;4;2;0;13.07471;9.168559999999999;0;1
950644800;2000.02.15 20:00;0.9837;0.9808;0.9813;4;4;0;0;17.80627;12.15367;0;0
950659200;2000.02.16 00:00;0.9822;0.9807;0.9812;4;4;0;0;24.06832;18.31643;0;0
950673600;2000.02.16 04:00;0.9826;0.981;0.9814000000000001;4;4;0;0;30.18868;24.02109;0;0
950688000;2000.02.16 08:00;0.9819;0.979;0.9807;4;4;1;0;35.05747;29.77149;0;0
950702400;2000.02.16 12:00;0.9839;0.9791;0.9827;4;4;1;0;50.76923;38.67179;0;0
950716800;2000.02.16 16:00;0.987;0.9825;0.9853;4;1;2;0;61.61369;49.1468;0;0
950731200;2000.02.16 20:00;0.9878;0.9848;0.9863;4;1;2;0;80.96514999999999;64.44936;0;0
950745600;2000.02.17 00:00;0.9866;0.9852;0.9854000000000001;4;4;2;0;85.78554;76.12146;0;0
950760000;2000.02.17 04:00;0.9874000000000001;0.9849;0.9861;4;4;0;0;89.85149;85.53406;0;0
950774400;2000.02.17 08:00;0.9958;0.9851;0.9938;1;1;2;0;96.68049999999999;90.77251;0;0
950788800;2000.02.17 12:00;0.9944;0.9883999999999999;0.9898;2;1;2;0;90.89286;92.47495000000001;0;2
950803200;2000.02.17 16:00;0.9927;0.9837;0.9883;4;4;0;0;82.8201;90.13115000000001;0;0
950817600;2000.02.17 20:00;0.9892;0.9868;0.988;4;4;0;0;75.30119999999999;83.00472000000001;0;0
950832000;2000.02.18 00:00;0.9895;0.9867;0.9889;4;4;0;0;70.47757;76.19962;0;0
950846400;2000.02.18 04:00;0.9902;0.9882;0.9898;4;4;0;0;66.38889;70.72255;0;0
950860800;2000.02.18 08:00;0.9898;0.9847;0.9861;2;4;1;0;52.6003;63.15558;0;0
950875200;2000.02.18 12:00;0.9874000000000001;0.9809;0.9828;2;2;1;0;40.33742;53.10887;0;0
950889600;2000.02.18 16:00;0.9862;0.9821;0.9846;4;2;1;0;32.48811;41.80861;0;0
950904000;2000.02.18 20:00;0.9868;0.9831;0.9845;4;4;0;0;24.42623;32.41726;0;0
951091200;2000.02.21 00:00;0.9866;0.9847;0.9861;4;4;0;0;21.08963;26.00132;0;0
951105600;2000.02.21 04:00;0.9881;0.9854000000000001;0.9862;4;4;2;0;19.67509;21.73032;0;0
951120000;2000.02.21 08:00;0.9889;0.9859;0.9868;4;4;2;0;26.2963;22.35367;0;0
951134400;2000.02.21 12:00;0.9877;0.9843;0.9861;4;4;2;0;35;26.99046;0;0
951148800;2000.02.21 16:00;0.9878;0.9857;0.9872;4;4;2;0;43.69565;34.99732;0;0
951163200;2000.02.21 20:00;0.9878;0.9866;0.9878;4;4;2;0;58.5;45.73188;0;0
951177600;2000.02.22 00:00;0.9931;0.9874000000000001;0.9929;1;1;2;0;70.06961;57.42175;0;0
951192000;2000.02.22 04:00;0.9947;0.9921;0.9927;4;1;2;0;78.65169;69.07375999999999;0;0
951206400;2000.02.22 08:00;1.0021;0.992;0.9977;1;1;2;0;87.17949;78.63359;0;0
951220800;2000.02.22 12:00;1.0037;0.9978;1.0027;1;1;2;0;95.35655;87.06256999999999;0;0
951235200;2000.02.22 16:00;1.0081;1.0027;1.0069;1;1;0;0;99.73009;94.08871000000001;0;0
951249600;2000.02.22 20:00;1.0079;1.0024;1.0039;2;1;0;0;96.44049;97.17571;0;2
951264000;2000.02.23 00:00;1.007;1.0038;1.0063;4;1;0;0;96.22266;97.46442;0;0
951278400;2000.02.23 04:00;1.0074;1.0047;1.0062;4;4;0;0;96.15728;96.27348000000001;0;0
951292800;2000.02.23 08:00;1.0089;1.0029;1.0051;4;4;0;0;94.82173;95.73389;0;0
951307200;2000.02.23 12:00;1.007;1.0035;1.0056;4;4;0;0;93.58752;94.85551;0;0
951321600;2000.02.23 16:00;1.0057;1.0013;1.0017;2;4;1;0;88.41912000000001;92.27612000000001;0;0
951336000;2000.02.23 20:00;1.0041;1.0011;1.0036;4;4;1;0;86.72839999999999;89.57834;0;0
951350400;2000.02.24 00:00;1.004;1.0015;1.0032;4;4;1;0;80.39216;85.17989;0;0
951364800;2000.02.24 04:00;1.0042;1.0012;1.0022;4;4;0;0;70.19374000000001;79.10476;0;0
951379200;2000.02.24 08:00;1.0031;0.9959;0.9967;2;2;1;0;51.73611;67.44067;0;0
951393600;2000.02.24 12:00;0.9965000000000001;0.9888;0.9929;2;2;1;0;29.75352;50.56112;0;0
951408000;2000.02.24 16:00;0.9963;0.9917;0.9949;4;2;1;0;17.7102;33.06661;0;0
951422400;2000.02.24 20:00;0.9962;0.9907;0.9911;2;2;0;0;6.53595;17.99989;0;0
951436800;2000.02.25 00:00;0.9923;0.9908;0.9917;4;2;0;0;4.39716;9.54777;0;0
951451200;2000.02.25 04:00;0.993;0.9902;0.9913;4;4;0;0;3.59897;4.84403;0;0
951465600;2000.02.25 08:00;0.9922;0.9865;0.9883999999999999;2;2;1;0;3.35731;3.78448;0;0
951480000;2000.02.25 12:00;0.9886;0.9801;0.9815;2;2;1;0;3.05344;3.33657;0;0
951494400;2000.02.25 16:00;0.9831;0.9722;0.9742;2;2;1;0;0.75188;2.38754;0;0
951508800;2000.02.25 20:00;0.9756;0.9732;0.9746;4;2;1;0;1.04895;1.61809;0;0
951696000;2000.02.28 00:00;0.9732;0.9674;0.9689;2;2;0;0;0.47657;0.75913;0;0
951710400;2000.02.28 04:00;0.9694;0.9401;0.9585;2;2;1;0;0.26702;0.59751;0;0
951724800;2000.02.28 08:00;0.9725;0.9557;0.9677;1;2;1;0;5.7211;2.1549;0;1
951739200;2000.02.28 12:00;0.9711;0.9618;0.9676;4;4;0;0;10.42945;5.47252;0;0
951753600;2000.02.28 16:00;0.9729;0.9651999999999999;0.9706;1;1;0;0;16.73004;10.96019;0;0
951768000;2000.02.28 20:00;0.9733000000000001;0.9689;0.9708;4;1;0;0;22.29765;16.48571;0;0
951782400;2000.02.29 00:00;0.9712;0.966;0.9702;4;4;1;0;28.85942;22.62903;0;0
951796800;2000.02.29 04:00;0.973;0.9671;0.9685;4;4;1;0;38.28775;29.81494;0;0
951811200;2000.02.29 08:00;0.9872;0.9643;0.9743000000000001;1;1;0;0;46.98875;38.04531;0;0
951825600;2000.02.29 12:00;0.9765;0.966;0.9674;2;4;2;0;52.95438;46.07696;0;0
951840000;2000.02.29 16:00;0.9685;0.9622000000000001;0.9669;4;2;1;0;57.49786;52.48033;0;0
951854400;2000.02.29 20:00;0.9684;0.9633;0.9635;2;2;1;0;56.14754;55.53326;0;0
951868800;2000.03.01 00:00;0.967;0.9626;0.9667;1;2;0;0;54.21546;55.95362;0;0
951883200;2000.03.01 04:00;0.9718;0.9667;0.9691;4;1;2;0;52.30961;54.2242;0;0
951897600;2000.03.01 08:00;0.9713000000000001;0.9651999999999999;0.9694;4;4;2;0;42.78075;49.76861;0;0
951912000;2000.03.01 12:00;0.9701;0.9647;0.9674;4;4;2;0;38.68195;44.59077;0;0
951926400;2000.03.01 16:00;0.9767;0.9666;0.9758;1;1;2;0;46.60633;42.68968;0;0
951940800;2000.03.01 20:00;0.976;0.9721;0.9727;2;1;2;0;59.14454;48.14428;0;2
951955200;2000.03.02 00:00;0.9743000000000001;0.9688;0.9738;4;4;0;0;68.10966999999999;57.95352;0;0
951969600;2000.03.02 04:00;0.9764;0.9734;0.9746;4;1;0;0;74.43503;67.22975;0;0
951984000;2000.03.02 08:00;0.9792999999999999;0.9691;0.9704;2;4;0;0;74.27386;72.27285000000001;0;0
