IDTime;ReadableTime;High;Low;Close;BarType;HAType;BBSignal;BBBreakoutSignal;StochMain;StochSignal;MarketMov;LabelStrategy
947203200;2000.01.07 00:00;1.6487;1.6451;1.6468;4;4;1;0;88.7037;91.76196;0;2
947217600;2000.01.07 04:00;1.6479;1.6456;1.6463;4;4;1;0;83.79888;88.37417000000001;0;2
947232000;2000.01.07 08:00;1.6499;1.6439;1.6453;4;4;0;0;75.92955000000001;82.81071;0;0
947246400;2000.01.07 12:00;1.6478;1.6401;1.6408;2;2;1;0;56.96203;72.23014999999999;0;0
947260800;2000.01.07 16:00;1.6405;1.636;1.6369;2;2;1;0;38.16327;57.01828;0;0
947275200;2000.01.07 20:00;1.6403;1.6363;1.6394;4;2;1;0;28.62524;41.25018;0;0
947462400;2000.01.10 00:00;1.6396;1.6371;1.638;4;4;0;0;19.62134;28.80328;0;0
947476800;2000.01.10 04:00;1.6393;1.6354;1.6356;2;4;0;0;11.2;19.81553;0;0
947491200;2000.01.10 08:00;1.6385;1.6332;1.6379;4;4;1;0;8.819129999999999;13.21349;0;0
947505600;2000.01.10 12:00;1.6396;1.6348;1.6377;4;4;1;0;11.42857;10.48257;0;1
947520000;2000.01.10 16:00;1.6393;1.6354;1.6363;4;4;2;0;12.66376;10.97049;0;1
947534400;2000.01.10 20:00;1.6386;1.6363;1.6369;4;4;2;0;11.29518;11.79584;0;1
947548800;2000.01.11 00:00;1.6386;1.6359;1.6372;4;4;2;0;13.42282;12.46058;0;1
947563200;2000.01.11 04:00;1.6401;1.6366;1.6381;4;4;2;0;20.19231;14.9701;0;1
947577600;2000.01.11 08:00;1.6449;1.6372;1.6437;1;1;2;0;33.47023;22.36178;0;1
947592000;2000.01.11 12:00;1.6467;1.6404;1.6454;4;1;2;0;50.73996;34.80083;0;0
947606400;2000.01.11 16:00;1.6491;1.6448;1.6466;4;1;2;0;72.05882;52.08967;0;0
947620800;2000.01.11 20:00;1.6492;1.6463;1.6467;4;1;0;0;89.85507;70.88462;0;0
947635200;2000.01.12 00:00;1.6492;1.646;1.6483;4;4;2;0;97.64064999999999;86.51818;0;0
947649600;2000.01.12 04:00;1.6504;1.6469;1.6489;4;4;2;0;100;95.83190999999999;0;0
947664000;2000.01.12 08:00;1.6509;1.6456;1.647;4;4;2;0;97.19764000000001;98.27943;0;2
947678400;2000.01.12 12:00;1.6489;1.6451;1.6477;4;4;1;0;95.55237;97.58334000000001;0;2
947692800;2000.01.12 16:00;1.649;1.6452;1.6463;4;4;1;0;91.79855999999999;94.84952;0;2
947707200;2000.01.12 20:00;1.6483;1.6453;1.6469;4;4;1;0;88.02488;91.79194;0;2
947721600;2000.01.13 00:00;1.6481;1.6456;1.6468;4;4;1;0;82.43728;87.42024000000001;0;2
947736000;2000.01.13 04:00;1.6471;1.644;1.6458;4;4;1;0;72.13822999999999;80.8668;0;2
947750400;2000.01.13 08:00;1.6469;1.644;1.6451;4;4;1;0;61.15486;71.91012000000001;0;2
947764800;2000.01.13 12:00;1.6495;1.6399;1.6443;4;4;1;0;41.29032;58.19447;0;2
947779200;2000.01.13 16:00;1.6501;1.644;1.6465;4;4;0;0;27.41935;43.28818;0;0
947793600;2000.01.13 20:00;1.6479;1.6458;1.6459;4;4;2;0;22.6087;30.43946;0;0
947808000;2000.01.14 00:00;1.6471;1.6432;1.6462;4;4;2;0;24.89083;24.97296;0;0
947822400;2000.01.14 04:00;1.6474;1.6454;1.6468;4;4;0;0;36.60714;28.03556;0;0
947836800;2000.01.14 08:00;1.6481;1.6436;1.6451;4;4;0;0;42.45283;34.65027;0;0
947851200;2000.01.14 12:00;1.6465;1.6407;1.6426;2;2;1;0;43.26923;40.7764;0;0
947865600;2000.01.14 16:00;1.6429;1.6328;1.6339;2;2;1;0;23.3677;36.36325;0;0
947880000;2000.01.14 20:00;1.6358;1.6313;1.6353;4;2;1;0;17.09845;27.91179;0;0
948067200;2000.01.17 00:00;1.6371;1.6334;1.6363;4;2;1;0;14.76091;18.40902;0;0
948081600;2000.01.17 04:00;1.6387;1.6356;1.6377;4;4;0;0;14.38356;15.41431;0;0
948096000;2000.01.17 08:00;1.6389;1.6348;1.636;4;4;2;0;14.11936;14.42128;0;0
948110400;2000.01.17 12:00;1.6367;1.6301;1.6321;2;2;1;0;12.24747;13.58347;0;0
948124800;2000.01.17 16:00;1.6335;1.6297;1.6329;4;2;1;0;12.96296;13.10993;0;0
948139200;2000.01.17 20:00;1.6337;1.6316;1.6334;4;4;1;0;12.82367;12.67804;0;1
948153600;2000.01.18 00:00;1.6347;1.6311;1.6335;4;4;1;0;11.94409;12.57691;0;1
948168000;2000.01.18 04:00;1.6352;1.6314;1.6325;4;4;1;0;8.403359999999999;11.05704;0;1
948182400;2000.01.18 08:00;1.6375;1.6319;1.6331;4;4;0;0;7.64431;9.330590000000001;0;0
948196800;2000.01.18 12:00;1.6378;1.6324;1.6374;1;4;2;0;18.54545;11.53104;0;1
948211200;2000.01.18 16:00;1.6391;1.6358;1.6388;4;1;0;0;34.25532;20.14836;0;0
948225600;2000.01.18 20:00;1.6393;1.6342;1.6384;4;4;0;0;51.84275;34.88118;0;0
948240000;2000.01.19 00:00;1.639;1.6362;1.6373;4;4;0;0;67.47967;51.19258;0;0
948254400;2000.01.19 04:00;1.639;1.6366;1.6381;4;4;1;0;80.05319;66.45854;0;0
948268800;2000.01.19 08:00;1.6398;1.6366;1.6378;4;4;1;0;89.81723;79.11669999999999;0;0
948283200;2000.01.19 12:00;1.642;1.636;1.6412;1;4;0;0;91.30435;87.05826;0;0
948297600;2000.01.19 16:00;1.6453;1.6396;1.6441;1;1;2;0;92.22462;91.11539999999999;0;0
948312000;2000.01.19 20:00;1.6455;1.6429;1.6442;4;1;2;0;93.68836;92.40577999999999;0;0
948326400;2000.01.20 00:00;1.645;1.6431;1.6437;4;4;0;0;95.6778;93.86359;0;0
948340800;2000.01.20 04:00;1.6446;1.643;1.6438;4;4;0;0;96.31068;95.22561;0;0
948355200;2000.01.20 08:00;1.6473;1.642;1.6452;4;4;0;0;98.30508;96.76452;0;0
948369600;2000.01.20 12:00;1.6479;1.6441;1.6455;4;4;2;0;98.28897000000001;97.63491;0;0
948384000;2000.01.20 16:00;1.6575;1.6449;1.6545;1;1;2;0;98.44020999999999;98.34475999999999;0;0
948398400;2000.01.20 20:00;1.6553;1.6525;1.6547;4;1;2;0;98.58268;98.43729;0;0
948412800;2000.01.21 00:00;1.6555;1.6516;1.6526;4;1;0;0;96.43367000000001;97.81885;0;0
948427200;2000.01.21 04:00;1.6551;1.6521;1.6544;4;4;0;0;96.7655;97.26061;0;0
948441600;2000.01.21 08:00;1.6581;1.6542;1.6552;4;1;2;0;96.91517;96.70478;0;0
948456000;2000.01.21 12:00;1.6558;1.6494;1.6498;2;4;1;0;90.38224;94.68764;0;2
948470400;2000.01.21 16:00;1.6534;1.6476;1.6507;4;2;1;0;83.77309;90.35683;0;0
948484800;2000.01.21 20:00;1.6508;1.6486;1.6488;4;2;1;0;72.85921999999999;82.33817999999999;0;0
948672000;2000.01.24 00:00;1.6494;1.6464;1.648;4;2;0;0;63.44086;73.35772;0;0
948686400;2000.01.24 04:00;1.6515;1.6472;1.6507;4;4;1;0;54.323;63.54103;0;0
948700800;2000.01.24 08:00;1.655;1.6484;1.6545;1;1;2;0;49.64912;55.80433;0;0
948715200;2000.01.24 12:00;1.656;1.6509;1.6526;4;1;2;0;50.85389;51.60867;0;0
948729600;2000.01.24 16:00;1.6535;1.6481;1.6499;4;4;2;0;44.94845;48.48382;0;0
948744000;2000.01.24 20:00;1.6542;1.6491;1.6537;1;4;1;0;52.29759;49.36665;0;0
948758400;2000.01.25 00:00;1.6544;1.6514;1.653;4;4;1;0;62.11765;53.12123;0;0
948772800;2000.01.25 04:00;1.6531;1.6488;1.6519;4;4;1;0;66.02871;60.14798;0;0
948787200;2000.01.25 08:00;1.6517;1.645;1.6452;2;2;1;0;48.06378;58.73671;0;0
948801600;2000.01.25 12:00;1.6508;1.643;1.648;4;2;1;0;41.95652;52.01634;0;0
948816000;2000.01.25 16:00;1.6501;1.6467;1.6487;4;4;1;0;43.45114;44.49048;0;0
948830400;2000.01.25 20:00;1.6491;1.6435;1.6449;2;4;0;0;30.09901;38.50223;0;0
948844800;2000.01.26 00:00;1.6458;1.6424;1.6431;4;2;0;0;18.68132;30.74382;0;0
948859200;2000.01.26 04:00;1.6446;1.6415;1.6437;4;2;1;0;11.75468;20.17834;0;0
948873600;2000.01.26 08:00;1.6471;1.6423;1.6453;4;4;1;0;15.16667;15.20089;0;0
948888000;2000.01.26 12:00;1.6455;1.6414;1.6432;4;4;1;0;10.56106;12.49414;0;0
948902400;2000.01.26 16:00;1.6438;1.6354;1.6378;2;2;1;0;4.43425;10.05399;0;0
948916800;2000.01.26 20:00;1.6411;1.6365;1.6398;4;2;1;0;7.34633;7.44721;0;0
948931200;2000.01.27 00:00;1.6402;1.6365;1.6375;2;4;1;0;7.28083;6.3538;0;1
948945600;2000.01.27 04:00;1.6384;1.6362;1.6376;4;4;0;0;6.48012;7.03576;0;0
948960000;2000.01.27 08:00;1.6393;1.6344;1.6361;4;4;1;0;3.30827;5.68974;0;0
948974400;2000.01.27 12:00;1.6385;1.6342;1.6367;4;4;1;0;4.10334;4.63058;0;0
948988800;2000.01.27 16:00;1.639;1.6342;1.637;4;4;1;0;5.91133;4.44098;0;1
949003200;2000.01.27 20:00;1.6399;1.6377;1.6391;4;4;2;0;7.77027;5.92831;0;1
949017600;2000.01.28 00:00;1.6396;1.6365;1.6372;4;4;2;0;10.34483;8.00881;0;1
949032000;2000.01.28 04:00;1.6374;1.6347;1.6354;4;4;1;0;11.5942;9.9031;0;1
949046400;2000.01.28 08:00;1.6365;1.6222;1.6265;2;2;1;0;10.68702;10.87535;0;1
949060800;2000.01.28 12:00;1.6293;1.6227;1.6247;4;2;1;0;8.68056;10.32059;0;1
949075200;2000.01.28 16:00;1.6267;1.6155;1.6234;4;2;1;0;6.39626;8.58794;0;1
949089600;2000.01.28 20:00;1.6235;1.6185;1.6195;2;2;1;2;1.47651;5.51777;0;2
949276800;2000.01.31 00:00;1.6242;1.6204;1.6214;4;4;0;0;2.18391;3.35222;0;0
949291200;2000.01.31 04:00;1.6228;1.62;1.6212;4;4;0;0;3.5225;2.39431;0;1
949305600;2000.01.31 08:00;1.6249;1.6194;1.6244;1;4;0;0;7.8341;4.5135;0;1
949320000;2000.01.31 12:00;1.6261;1.6165;1.6186;2;4;0;0;7.54215;6.29958;0;0
949334400;2000.01.31 16:00;1.6232;1.6127;1.6165;4;2;1;0;7.33391;7.57005;0;0
949348800;2000.01.31 20:00;1.6184;1.6146;1.6156;4;2;1;0;7.9291;7.60172;0;1
949363200;2000.02.01 00:00;1.6162;1.6127;1.6136;4;2;0;0;6.68693;7.31665;0;0
949377600;2000.02.01 04:00;1.6157;1.6132;1.6143;4;2;0;0;6.22914;6.94839;0;0
949392000;2000.02.01 08:00;1.618;1.6108;1.6121;4;4;0;0;0.84746;4.58784;0;0
949406400;2000.02.01 12:00;1.6167;1.6106;1.6142;4;4;0;0;3.66972;3.58211;0;1
949420800;2000.02.01 16:00;1.6176;1.6098;1.6145;4;4;0;0;7.46055;3.99258;0;1
949435200;2000.02.01 20:00;1.617;1.6139;1.6146;4;4;2;0;10.82982;7.32003;0;1
949449600;2000.02.02 00:00;1.6156;1.6121;1.6136;4;4;2;0;13.83459;10.70832;0;1
949464000;2000.02.02 04:00;1.6145;1.6116;1.6142;4;4;1;0;17.63727;14.10056;0;1
949478400;2000.02.02 08:00;1.6151;1.6094;1.6094;2;4;1;0;19.62963;17.03383;0;1
949492800;2000.02.02 12:00;1.6108;1.6032;1.6052;2;2;1;0;16.63405;17.96698;0;1
949507200;2000.02.02 16:00;1.6091;1.6022;1.6076;4;2;1;0;17.63485;17.96618;0;1
949521600;2000.02.02 20:00;1.6098;1.6057;1.6085;4;4;1;0;20.5298;18.26624;0;1
949536000;2000.02.03 00:00;1.609;1.6061;1.6069;4;4;0;0;19.70954;19.2914;0;0
949550400;2000.02.03 04:00;1.6075;1.6043;1.6067;4;4;1;0;16.72932;18.98956;0;0
949564800;2000.02.03 08:00;1.6071;1.5994;1.6014;2;2;1;0;14.78405;17.07431;0;0
949579200;2000.02.03 12:00;1.6023;1.595;1.596;2;2;1;0;12.89855;14.80398;0;0
949593600;2000.02.03 16:00;1.6047;1.594;1.5971;4;2;1;0;9.76864;12.48375;0;0
949608000;2000.02.03 20:00;1.5996;1.5944;1.5974;4;2;0;0;6.96822;9.87847;0;0
949622400;2000.02.04 00:00;1.6025;1.5958;1.6005;1;4;2;0;10.01178;8.91621;0;1
949636800;2000.02.04 04:00;1.6016;1.599;1.6013;4;4;0;0;13.97727;10.31909;0;0
949651200;2000.02.04 08:00;1.6012;1.583;1.5903;2;2;1;0;13.22581;12.40495;0;0
949665600;2000.02.04 12:00;1.5946;1.5847;1.5902;4;2;1;0;13.44262;13.54857;0;0
949680000;2000.02.04 16:00;1.5929;1.5864;1.592;4;2;1;0;14.47661;13.71501;0;1
949694400;2000.02.04 20:00;1.5928;1.5889;1.5916;4;4;0;0;14.84018;14.25314;0;0
949881600;2000.02.07 00:00;1.5941;1.5899;1.5936;1;4;2;0;13.8051;14.37397;0;0
949896000;2000.02.07 04:00;1.5948;1.5896;1.5921;4;4;2;0;10.02358;12.88962;0;0
949910400;2000.02.07 08:00;1.5993;1.5913;1.596;1;1;2;0;18.40412;14.0776;0;1
949924800;2000.02.07 12:00;1.597;1.5905;1.592;2;4;2;0;22.3301;16.91927;0;0
949939200;2000.02.07 16:00;1.5977;1.5884;1.5955;1;4;2;0;29.38531;23.37317;0;0
949953600;2000.02.07 20:00;1.599;1.5946;1.5983;1;1;0;0;41.3522;31.02254;0;0
949968000;2000.02.08 00:00;1.6023;1.597;1.6011;1;1;2;0;53.3123;41.34994;0;0
949982400;2000.02.08 04:00;1.6028;1.6001;1.6024;4;1;2;0;67.67036;54.11162;0;0
949996800;2000.02.08 08:00;1.6056;1.6005;1.6032;4;1;2;0;76.25785999999999;65.74684000000001;0;0
950011200;2000.02.08 12:00;1.6116;1.5967;1.6094;1;1;2;0;91.70243000000001;78.54355;0;0
950025600;2000.02.08 16:00;1.6137;1.6074;1.6107;4;1;2;0;100;89.3201;0;0
950040000;2000.02.08 20:00;1.6126;1.609;1.6105;4;1;2;0;99.77298999999999;97.15846999999999;0;0
950054400;2000.02.09 00:00;1.6118;1.6077;1.6088;4;4;0;0;97.81022;99.1944;0;0
950068800;2000.02.09 04:00;1.6129;1.6064;1.6078;4;4;0;0;95.01496;97.53272;0;0
950083200;2000.02.09 08:00;1.6148;1.6059;1.6111;1;4;0;0;95.07389000000001;95.96635999999999;0;0
950097600;2000.02.09 12:00;1.614;1.6076;1.6115;4;4;2;0;94.70899;94.93261;0;0
950112000;2000.02.09 16:00;1.6148;1.6082;1.6138;4;4;2;0;94.26606;94.68298;0;0
950126400;2000.02.09 20:00;1.6177;1.6129;1.6165;4;1;2;0;94.13203;94.36903;0;0
950140800;2000.02.10 00:00;1.6173;1.6137;1.6153;4;1;2;0;94.28968999999999;94.22926;0;0
950155200;2000.02.10 04:00;1.6177;1.6131;1.6153;4;4;2;0;96.32465999999999;94.91546;0;0
950169600;2000.02.10 08:00;1.6166;1.6094;1.6108;2;4;1;0;86.76470999999999;92.45968000000001;0;2
950184000;2000.02.10 12:00;1.6117;1.6074;1.6101;4;2;1;0;75.63025;86.23987;0;0
950198400;2000.02.10 16:00;1.6102;1.6049;1.6073;2;2;1;0;58.63874;73.67789999999999;0;0
950212800;2000.02.10 20:00;1.6106;1.6058;1.6085;4;2;1;0;40.41353;58.22751;0;0
950227200;2000.02.11 00:00;1.6103;1.6075;1.6091;4;4;0;0;29.42272;42.825;0;0
950241600;2000.02.11 04:00;1.6104;1.6079;1.6087;4;4;2;0;17.89668;29.24431;0;0
950256000;2000.02.11 08:00;1.6096;1.6007;1.6015;2;2;1;0;11.07438;19.46459;0;0
950270400;2000.02.11 12:00;1.6018;1.5956;1.5989;4;2;1;0;6.45161;11.80756;0;0
950284800;2000.02.11 16:00;1.5996;1.587;1.5928;2;2;1;0;5.39877;7.64159;0;0
950299200;2000.02.11 20:00;1.5948;1.5916;1.5944;4;2;1;0;5.31561;5.722;0;0
950486400;2000.02.14 00:00;1.5941;1.5908;1.5926;4;2;0;0;3.0426;4.58566;0;0
950500800;2000.02.14 04:00;1.597;1.5917;1.5962;1;4;0;0;4.91029;4.42283;0;1
950515200;2000.02.14 08:00;1.5973;1.5878;1.5914;2;4;0;0;4.78821;4.24703;0;0
950529600;2000.02.14 12:00;1.5926;1.5885;1.5916;4;2;1;0;4.91356;4.87069;0;0
950544000;2000.02.14 16:00;1.5944;1.5857;1.5865;2;2;1;0;4.92701;4.87626;0;0
950558400;2000.02.14 20:00;1.5886;1.5846;1.5875;4;2;1;0;4.50281;4.78113;0;0
950572800;2000.02.15 00:00;1.5902;1.5863;1.5887;4;4;0;0;6.89655;5.44212;0;0
950587200;2000.02.15 04:00;1.5907;1.588;1.5883;4;4;0;0;5.49102;5.63013;0;0
950601600;2000.02.15 08:00;1.5897;1.5848;1.5854;2;4;0;0;5.92255;6.10338;0;0
950616000;2000.02.15 12:00;1.5917;1.5842;1.5905;1;4;0;0;12.48455;7.96604;0;1
950630400;2000.02.15 16:00;1.5983;1.5905;1.5958;1;1;2;0;29.4964;15.96783;0;0
950644800;2000.02.15 20:00;1.5977;1.5938;1.5962;4;1;2;0;46.40123;29.46073;0;0
950659200;2000.02.16 00:00;1.5971;1.595;1.5961;4;1;0;0;60.91052;45.60272;0;0
950673600;2000.02.16 04:00;1.5981;1.5948;1.597;4;4;0;0;74.08537;60.4657;0;0
950688000;2000.02.16 08:00;1.6025;1.5941;1.6002;1;1;0;0;91.09195;75.36261;0;0
950702400;2000.02.16 12:00;1.6018;1.5979;1.601;4;1;0;0;99.32796;88.16843;0;0
950716800;2000.02.16 16:00;1.6074;1.6005;1.6062;1;1;2;0;99.88151999999999;96.76714;0;0
950731200;2000.02.16 20:00;1.609;1.6052;1.6072;4;1;2;0;99.89518;99.70155;0;0
950745600;2000.02.17 00:00;1.6078;1.6049;1.6055;4;1;0;0;98.32182;99.36617;0;0
950760000;2000.02.17 04:00;1.6076;1.6051;1.6056;4;4;0;0;96.73591;98.31762999999999;0;0
950774400;2000.02.17 08:00;1.614;1.605;1.6114;1;1;2;0;96.75197;97.26990000000001;0;0
950788800;2000.02.17 12:00;1.613;1.6084;1.6099;4;1;2;0;95.2616;96.24982;0;0
950803200;2000.02.17 16:00;1.6113;1.6023;1.6066;2;4;1;0;89.88409;93.96589;0;0
950817600;2000.02.17 20:00;1.6093;1.6055;1.6082;4;4;1;0;84.81613;89.98727;0;0
950832000;2000.02.18 00:00;1.6106;1.6065;1.6079;4;4;0;0;81.28205;85.32742;0;0
950846400;2000.02.18 04:00;1.61;1.607;1.6073;4;4;2;0;76.41379000000001;80.83732999999999;0;0
950860800;2000.02.18 08:00;1.6088;1.6049;1.6064;4;4;2;0;64.97623;74.22402;0;0
950875200;2000.02.18 12:00;1.6077;1.5952;1.598;2;2;1;0;44.44444;61.94482;0;0
950889600;2000.02.18 16:00;1.6005;1.5951;1.5992;4;2;1;0;31.22924;46.8833;0;0
950904000;2000.02.18 20:00;1.6024;1.599;1.6021;1;4;1;0;23.87821;33.18396;0;1
951091200;2000.02.21 00:00;1.6012;1.5984;1.5991;4;4;0;0;14.241;23.11615;0;0
951105600;2000.02.21 04:00;1.602;1.5981;1.5989;4;4;2;0;12.02346;16.71422;0;0
951120000;2000.02.21 08:00;1.6025;1.5978;1.6;4;4;2;0;12.82759;13.03068;0;0
951134400;2000.02.21 12:00;1.601;1.5984;1.5999;4;4;2;0;16.23188;13.69431;0;1
951148800;2000.02.21 16:00;1.6006;1.5972;1.5998;4;4;0;0;18.18182;15.7471;0;0
951163200;2000.02.21 20:00;1.6006;1.5989;1.5999;4;4;0;0;16.02671;16.81347;0;0
951177600;2000.02.22 00:00;1.6044;1.5995;1.6039;1;1;2;0;26.71614;20.30822;0;0
951192000;2000.02.22 04:00;1.6067;1.6033;1.6053;4;1;2;0;39.72056;27.4878;0;0
951206400;2000.02.22 08:00;1.6124;1.6036;1.6066;4;1;2;0;53.78151;40.07274;0;0
951220800;2000.02.22 12:00;1.6147;1.6058;1.6132;1;1;2;0;73.07692;55.52633;0;0
951235200;2000.02.22 16:00;1.6196;1.612;1.6162;1;1;2;0;89.16667;72.00837;0;0
951249600;2000.02.22 20:00;1.6167;1.6105;1.6132;2;1;2;0;95.58824;85.94394;0;2
951264000;2000.02.23 00:00;1.6149;1.6122;1.6137;4;4;0;0;92.99363;92.58284;0;0
951278400;2000.02.23 04:00;1.6166;1.6117;1.6135;4;4;0;0;90.73446;93.10544;0;2
951292800;2000.02.23 08:00;1.6153;1.6064;1.609;2;2;1;0;84.14006000000001;89.28939;0;2
951307200;2000.02.23 12:00;1.61;1.6067;1.6077;4;2;1;0;74.86856;83.24769000000001;0;0
951321600;2000.02.23 16:00;1.6079;1.6025;1.603;2;2;1;0;59.23077;72.74646;0;0
951336000;2000.02.23 20:00;1.606;1.6015;1.6039;4;2;0;0;47.15262;60.41732;0;0
951350400;2000.02.24 00:00;1.6053;1.6017;1.6036;4;4;0;0;33.21513;46.53284;0;0
951364800;2000.02.24 04:00;1.6051;1.603;1.6038;4;4;0;0;18.67322;33.01366;0;0
951379200;2000.02.24 08:00;1.6048;1.5993;1.6007;2;2;1;0;7.8105;19.89962;0;0
951393600;2000.02.24 12:00;1.6013;1.5969;1.6002;4;2;1;0;2.90038;9.794700000000001;0;0
951408000;2000.02.24 16:00;1.6025;1.5978;1.6004;4;4;1;0;3.14861;4.61983;0;0
951422400;2000.02.24 20:00;1.6016;1.5985;1.5989;4;4;1;0;2.09699;2.71533;0;0
951436800;2000.02.25 00:00;1.6004;1.5978;1.5994;4;4;1;0;2.08623;2.44394;0;0
951451200;2000.02.25 04:00;1.6013;1.5975;1.5982;4;4;1;0;1.08696;1.75672;0;0
951465600;2000.02.25 08:00;1.599;1.5948;1.5957;2;2;1;0;1.1745;1.44923;0;0
951480000;2000.02.25 12:00;1.5971;1.5913;1.5942;4;2;1;0;1.25673;1.17273;0;1
951494400;2000.02.25 16:00;1.5957;1.5885;1.5932;4;2;1;0;0.9434;1.12488;0;1
951508800;2000.02.25 20:00;1.5958;1.5909;1.5949;4;4;1;0;4.36508;2.1884;0;1
951696000;2000.02.28 00:00;1.5951;1.5864;1.5941;1;2;1;0;5.32787;3.54545;0;1
951710400;2000.02.28 04:00;1.5947;1.5906;1.593;4;4;1;0;5.14851;4.94715;0;0
951724800;2000.02.28 08:00;1.5927;1.587;1.5879;2;2;1;0;4.83271;5.10303;0;0
951739200;2000.02.28 12:00;1.5918;1.5856;1.5902;4;2;1;0;8.797129999999999;6.25945;0;1
951753600;2000.02.28 16:00;1.5977;1.5892;1.5943;1;1;2;0;20.39711;11.34232;0;1
951768000;2000.02.28 20:00;1.597;1.5925;1.5961;4;1;0;0;31.72906;20.30776;0;0
951782400;2000.02.29 00:00;1.5975;1.5938;1.5963;4;1;0;0;44.15358;32.09325;0;0
951796800;2000.02.29 04:00;1.5996;1.5925;1.5962;4;4;2;0;57.63293;44.50519;0;0
951811200;2000.02.29 08:00;1.6023;1.5906;1.5923;2;4;2;0;68.84058;56.8757;0;2
951825600;2000.02.29 12:00;1.5944;1.5783;1.5817;2;2;1;0;61.23499;62.5695;0;0
951840000;2000.02.29 16:00;1.5839;1.5777;1.5827;4;2;1;0;48.40256;59.49271;0;0
951854400;2000.02.29 20:00;1.584;1.5775;1.58;4;2;1;0;31.25884;46.96546;0;0
951868800;2000.03.01 00:00;1.5803;1.5761;1.5802;4;2;0;0;17.68448;32.44862;0;0
951883200;2000.03.01 04:00;1.5835;1.5792;1.5804;4;4;2;0;6.93642;18.62658;0;0
951897600;2000.03.01 08:00;1.5867;1.5771;1.586;1;4;2;0;8.050850000000001;10.89058;0;0
951912000;2000.03.01 12:00;1.5874;1.5752;1.5831;2;4;0;0;11.13424;8.70717;0;0
951926400;2000.03.01 16:00;1.5923;1.5818;1.5895;1;1;2;0;19.652;12.94569;0;0
951940800;2000.03.01 20:00;1.5905;1.584;1.5849;2;1;2;0;25.72038;18.83554;0;0
951955200;2000.03.02 00:00;1.5869;1.583;1.5849;4;4;2;0;33.14154;26.17131;0;0
951969600;2000.03.02 04:00;1.5867;1.5843;1.5847;4;4;0;0;41.32335;33.39509;0;0
951984000;2000.03.02 08:00;1.5878;1.5818;1.5831;4;4;0;0;41.20055;38.55514;0;0
951998400;2000.03.02 12:00;1.5887;1.5795;1.5819;4;4;0;0;43.43891;41.9876;0;0
952012800;2000.03.02 16:00;1.5824;1.576;1.577;2;2;1;0;30.83067;38.49004;0;0
952027200;2000.03.02 20:00;1.5777;1.5754;1.5757;4;2;1;0;22.4649;32.24483;0;0
952041600;2000.03.03 00:00;1.579;1.5752;1.5755;4;2;0;0;13.8484;22.38132;0;0
